bin_index,lo,hi,D_upper_ball,D_upper_float,proved,nodes,ambiguous_cells,positive_cells,negative_cells,speed_roots,rhs_adjusted,M2
107,0.1875,0.20000000000000018,[2.46114376159486424931098234828472564748463489 +/- 2.62e-45],2.4611437615948644,True,1745,48,392,457,24,21,[285.179311792012907913882074371 +/- 2.32e-28]
108,0.20000000000000018,0.21250000000000013,[2.44832450056941845366877036138888858246511621 +/- 1.19e-45],2.4483245005694183,True,1565,48,349,410,24,21,[286.598997833281460372739737386 +/- 2.33e-28]
109,0.21250000000000013,0.2250000000000001,[2.435720490488684777749174994829471869874399240 +/- 8.89e-46],2.4357204904886847,True,1441,48,319,378,24,21,[290.531043475719833395549079096 +/- 4.72e-28]
110,0.2250000000000001,0.23750000000000004,[2.423271090451214235988733076867186171382737653 +/- 8.77e-46],2.4232710904512142,True,1339,48,298,348,24,20,[292.889410684177338516014871343 +/- 2.89e-28]
111,0.23750000000000004,0.25,[2.410754447842198815165474038040206225854137519 +/- 8.00e-46],2.4107544478421987,True,1292,50,290,330,24,21,[300.000868657274589876814387494 +/- 2.57e-28]
112,0.25,0.2625000000000002,[2.39828617146094492236888709435502062482141305 +/- 1.37e-45],2.398286171460945,True,1306,48,291,338,24,20,[298.119115363377489970363785639 +/- 2.75e-28]
113,0.2625000000000002,0.27500000000000013,[2.386163554368429709748569587963315166825983414 +/- 9.60e-46],2.3861635543684296,True,1306,48,288,341,24,20,[296.632977783092275826521397340 +/- 5.13e-30]
114,0.27500000000000013,0.2875000000000001,[2.374378121415118232230789328643705825822499053 +/- 7.26e-46],2.374378121415118,True,1304,50,285,341,24,20,[295.111300486593222077904725195 +/- 2.65e-28]
115,0.2875000000000001,0.30000000000000004,[2.36292223816286777327263503718372925533223032 +/- 2.09e-45],2.362922238162868,True,1299,48,285,341,24,20,[293.751858283773787899805950589 +/- 4.45e-28]
116,0.30000000000000004,0.3125,[2.351786913630696683737830689870192310722918492 +/- 8.01e-46],2.3517869136306966,True,1315,48,290,344,24,20,[292.254231105127977892911471376 +/- 3.54e-29]
117,0.3125,0.3250000000000002,[2.34096481121665021696592940608274883069884300 +/- 2.26e-45],2.3409648112166503,True,1345,48,301,348,24,20,[291.167602920917259559120662855 +/- 4.15e-28]
118,0.3250000000000002,0.33750000000000013,[2.330142696739329115619625313384829186255826634 +/- 8.60e-46],2.3301426967393293,True,1277,44,255,362,22,19,[266.188101224409483994872007762 +/- 9.82e-29]
119,0.33750000000000013,0.3500000000000001,[2.319409634197520910289593128943566637113344068 +/- 7.94e-46],2.319409634197521,True,1227,44,248,344,22,19,[265.802966761371899120384906481 +/- 1.51e-28]
120,0.3500000000000001,0.36250000000000004,[2.30890004595759651259413451764147856661414853 +/- 4.10e-45],2.3089000459575963,True,1213,44,240,345,22,19,[265.294001264241495209280855778 +/- 2.75e-29]
121,0.36250000000000004,0.375,[2.298572449573412177960333325850968623654122775 +/- 7.79e-46],2.2985724495734123,True,1161,40,225,336,20,19,[265.333078911602267162557488451 +/- 4.33e-28]
122,0.375,0.3875000000000002,[2.288251492677732389070734963519227320136342282 +/- 8.86e-46],2.288251492677732,True,1141,40,221,330,20,19,[258.818507995782293755403383516 +/- 2.75e-29]
123,0.3875000000000002,0.40000000000000013,[2.27781321320650602693797824591827699192353060 +/- 1.97e-45],2.277813213206506,True,1142,41,214,337,21,20,[191.082149164983265672145233096 +/- 1.95e-28]
124,0.40000000000000013,0.4125000000000001,[2.266547676121884351378072726165264183160023046 +/- 8.10e-46],2.2665476761218843,True,1079,42,201,318,21,20,[196.948308110291419762442541985 +/- 4.25e-28]
125,0.4125000000000001,0.42500000000000004,[2.255481813406720819943603824820870883999631745 +/- 6.60e-46],2.2554818134067207,True,1047,42,195,308,21,20,[202.526579567375980118174249922 +/- 5.34e-29]
126,0.42500000000000004,0.4375,[2.244603162809766613475293748442790600597936495 +/- 8.18e-46],2.2446031628097667,True,1077,46,209,307,23,21,[208.849904267833526297283062569 +/- 4.49e-28]
127,0.4375,0.4500000000000002,[2.233667691339352181453103928759449534616157833 +/- 8.48e-46],2.233667691339352,True,1161,50,244,312,25,21,[188.185439582194499475343398193 +/- 3.54e-28]
128,0.4500000000000002,0.46250000000000013,[2.222851366455156416329970506785210858691174122 +/- 6.93e-46],2.2228513664551564,True,1149,50,229,321,25,21,[186.238094817370643656778546443 +/- 9.48e-29]
129,0.46250000000000013,0.4750000000000001,[2.212275328267270213199533600523302658373993480 +/- 7.74e-46],2.2122753282672702,True,1169,50,230,330,25,21,[183.390268741751350216814862705 +/- 4.84e-28]
130,0.4750000000000001,0.48750000000000004,[2.201936974661424146028476609113337088710668686 +/- 7.69e-46],2.2019369746614244,True,1187,50,230,339,25,21,[182.410989905531175871402915465 +/- 3.42e-28]
131,0.48750000000000004,0.5,[2.191833881275372936447667780698087140951267297 +/- 7.09e-46],2.191833881275373,True,1187,50,229,340,25,21,[180.745933024563352540125554403 +/- 1.92e-28]
132,0.5,0.5125000000000002,[2.181961908440042361618059817091669854191699229 +/- 8.68e-46],2.1819619084400426,True,1185,50,228,340,25,21,[179.775648230880241399564067376 +/- 2.22e-28]
133,0.5125000000000002,0.5250000000000001,[2.172314596041233143014443320431145857260736344 +/- 9.64e-46],2.1723145960412333,True,1199,50,225,350,25,21,[178.389995308439751161799831846 +/- 1.52e-28]
134,0.5250000000000001,0.5375000000000001,[2.162892888571634558845238389099572954021643522 +/- 9.38e-46],2.1628928885716348,True,1213,50,226,356,25,21,[177.488046842220991363853697898 +/- 4.14e-28]
135,0.5375000000000001,0.55,[2.153686936020969532189085760687357986190771700 +/- 9.36e-46],2.1536869360209696,True,1217,50,227,357,25,21,[177.189384625049586124413229178 +/- 4.14e-28]
136,0.55,0.5625,[2.144695616250494398624881596082480584481761474 +/- 7.91e-46],2.144695616250494,True,1235,50,226,367,25,21,[175.832650669604765912337675602 +/- 4.96e-28]
137,0.5625,0.5750000000000002,[2.135914269235857563119229688764028421170989977 +/- 7.45e-46],2.1359142692358577,True,1243,50,230,367,25,21,[175.106203888299664775295235906 +/- 1.40e-29]
138,0.5750000000000002,0.5875000000000001,[2.127338691228164244053344090070538491716211391 +/- 7.60e-46],2.1273386912281644,True,1237,50,226,368,25,21,[174.970457802611546005597423519 +/- 2.51e-28]
139,0.5875000000000001,0.6000000000000001,[2.118964646973410090542884889862042478269562711 +/- 8.13e-46],2.11896464697341,True,1263,50,227,380,25,21,[174.506628113022057132283723438 +/- 2.65e-28]
140,0.6000000000000001,0.6125,[2.11078792607400379034888959971485519730667218 +/- 1.14e-45],2.110787926074004,True,1267,50,229,380,25,21,[174.363620401399280178837361336 +/- 3.80e-28]
141,0.6125,0.625,[2.102804570636407635633467851419349339294940580 +/- 7.46e-46],2.102804570636408,True,1269,50,227,383,25,21,[174.814713374382042377651178939 +/- 8.27e-29]
142,0.625,0.6375000000000002,[2.095010398651041745522231802366576089003108341 +/- 7.51e-46],2.0950103986510418,True,1281,50,227,389,25,21,[175.009193689704078579733470665 +/- 3.63e-28]
143,0.6375000000000002,0.6500000000000001,[2.087401331747801455454545056196788209035413871 +/- 7.12e-46],2.0874013317478015,True,1309,50,225,405,25,21,[175.055667517563596125317561181 +/- 9.51e-29]
144,0.6500000000000001,0.6625000000000001,[2.079973043615276027643475496585352262834898070 +/- 7.70e-46],2.079973043615276,True,1305,50,229,399,25,22,[175.253136295424154131702971823 +/- 3.31e-28]
145,0.6625000000000001,0.675,[2.072720517955097364739957227594017499016171583 +/- 7.98e-46],2.0727205179550974,True,1319,50,232,403,25,22,[176.331453785446268985826331633 +/- 3.71e-29]
146,0.675,0.6875,[2.065640000389089938649029677947020415093465488 +/- 9.35e-46],2.06564000038909,True,1345,50,228,420,25,22,[176.947809201888315180086268214 +/- 4.21e-28]
147,0.6875,0.7000000000000002,[2.058726767379212749259524276486586985093099876 +/- 6.90e-46],2.0587267673792127,True,1335,50,232,411,25,22,[178.647495844781171009195283722 +/- 1.63e-28]
148,0.7000000000000002,0.7125000000000001,[2.051977827794453241220355860345664397318992512 +/- 7.61e-46],2.0519778277944534,True,1323,50,232,405,25,22,[180.731606429231942075642905365 +/- 4.95e-28]
149,0.7125000000000001,0.7250000000000001,[2.045387331279203663848067440800668300760423126 +/- 8.33e-46],2.0453873312792035,True,1335,50,231,412,25,22,[184.125936332266753541098065070 +/- 2.40e-28]
150,0.7250000000000001,0.7375,[2.038950352805409446838002150119212830230559291 +/- 7.70e-46],2.0389503528054096,True,1327,50,226,413,25,22,[189.634106399330620242129621535 +/- 2.08e-28]
151,0.7375,0.75,[2.032464279066356333264556182032476837607264796 +/- 5.31e-46],2.0324642790663563,True,1307,50,220,409,25,23,[191.792794876803444955418477324 +/- 3.07e-28]
152,0.75,0.7625000000000002,[2.025618103624765798592551360120385764919012946 +/- 5.89e-46],2.025618103624766,True,1287,50,214,405,25,23,[191.725960650271657466611812654 +/- 1.39e-28]
153,0.7625000000000002,0.7750000000000001,[2.018832241833333603534071234164285739759146940 +/- 7.56e-46],2.0188322418333335,True,1367,50,226,433,25,23,[187.477195651379788033970767301 +/- 4.04e-28]
154,0.7750000000000001,0.7875000000000001,[2.012179434816595813633724898695203364682133279 +/- 5.62e-46],2.012179434816596,True,1397,50,228,446,25,22,[181.574872532419668021564678608 +/- 1.82e-28]
155,0.7875000000000001,0.8,[2.005659231549192580453880976039860835774413967 +/- 7.26e-46],2.005659231549193,True,1559,50,250,505,25,22,[165.991659693904928285929952707 +/- 2.09e-28]
156,0.8,0.8125,[1.996544507589274954390356206868346713161346620 +/- 6.19e-46],1.996544507589275,True,1451,55,427,264,20,14,[1012.13333126496605014907109201 +/- 5.44e-28]
157,0.8125,0.8250000000000002,[1.966527882402710214864651275497460215714534114 +/- 6.05e-46],1.9665278824027101,True,764,34,231,133,16,12,[432.397634038936904420420123437 +/- 1.42e-28]
158,0.8250000000000002,0.8375000000000001,[1.936252141879688584573658611455279620794627054 +/- 4.91e-46],1.9362521418796885,True,916,105,193,176,16,12,[527.645293895759869313661237139 +/- 9.73e-29]
159,0.8375000000000001,0.8500000000000001,[1.906345535388689914372192135741820279418500772 +/- 2.70e-46],1.90634553538869,True,1085,132,227,200,16,11,[709.877242014348103396506174499 +/- 1.29e-28]
160,0.8500000000000001,0.8625,[1.876665403879974361959520021841948559884728667 +/- 2.67e-46],1.8766654038799744,True,949,39,251,199,14,12,[519.284865255094412980742622883 +/- 4.80e-28]
161,0.8625,0.875,[1.847062093771850825728346694246198451584491180 +/- 5.58e-46],1.847062093771851,True,709,25,184,158,12,10,[524.242757435702474756754122887 +/- 3.07e-28]
162,0.875,0.8875000000000002,[1.809398228239439483491293392127604694674479487 +/- 8.93e-46],1.8093982282394394,True,1023,65,329,134,16,11,[804.290290108827968744855237148 +/- 4.22e-28]
163,0.8875000000000002,0.9000000000000001,[1.766273048394298716428835044995361021890194158 +/- 9.06e-46],1.7662730483942988,True,1011,60,324,138,16,12,[675.787904082115998872533918844 +/- 4.09e-28]
164,0.9000000000000001,0.9125000000000001,[1.725370749272520346685417725108391861978173367 +/- 8.50e-46],1.7253707492725203,True,1059,64,339,143,16,12,[616.974146353347650200167410969 +/- 2.86e-28]
165,0.9125000000000001,0.925,[1.686592057049346994814782007467571770205774814 +/- 8.65e-46],1.686592057049347,True,1107,62,356,152,16,12,[591.519037353869734238130398432 +/- 3.87e-28]
166,0.925,0.9375,[1.649723696514472456447990552705165093351272093 +/- 2.71e-46],1.6497236965144724,True,401,24,113,76,12,11,[419.051414934348878637195638000 +/- 3.39e-29]
167,0.9375,0.9500000000000002,[1.611273489119655471138543246401039605849999176 +/- 2.30e-46],1.6112734891196554,True,625,28,183,116,14,13,[451.202362204033985008984586379 +/- 4.31e-28]
168,0.9500000000000002,0.9625000000000001,[1.571117121283093309424592031558196429720190250 +/- 4.87e-46],1.5711171212830932,True,537,28,156,99,14,13,[560.288971793224605004120613394 +/- 5.93e-29]
169,0.9625000000000001,0.9750000000000001,[1.529361813601161001673960950446174260651187215 +/- 7.78e-46],1.529361813601161,True,963,40,286,176,20,14,[1269.38663972987126000723428456 +/- 2.88e-28]
170,0.9750000000000001,0.9875,[1.488771418615305504719270321209208889943666830 +/- 4.42e-46],1.4887714186153056,True,1143,40,333,219,20,15,[1320.54377562593101373327880027 +/- 1.84e-27]
171,0.9875,1.0,[1.443896838896855111135347050047279550292380562 +/- 4.55e-46],1.4438968388968552,True,1203,44,349,229,20,16,[1588.33224894254235723463230759 +/- 6.23e-29]
